cve,legacy_date_published,current_date_published
CVE-2003-0750,2003-09-06,2022-10-03
CVE-2003-0751,2003-09-06,2022-10-03
CVE-2003-0752,2003-09-06,2022-10-03
CVE-2003-0753,2003-09-06,2022-10-03
CVE-2003-0754,2003-09-06,2022-10-03
CVE-2003-0755,2003-09-06,2022-10-03
CVE-2003-0756,2003-09-06,2022-10-03
CVE-2003-0757,2003-09-06,2022-10-03
CVE-2003-0761,2003-09-12,2022-10-03
CVE-2003-0762,2003-09-12,2022-10-03
CVE-2003-0784,2003-09-23,2022-10-03
CVE-2003-0785,2003-09-23,2022-10-03
CVE-2003-0801,2003-09-18,2022-10-03
CVE-2003-0802,2003-09-18,2022-10-03
CVE-2003-0803,2003-09-18,2022-10-03
CVE-2003-0830,2003-10-01,2022-10-03
CVE-2003-0832,2003-10-01,2022-10-03
CVE-2003-0833,2003-10-01,2022-10-03
CVE-2003-0902,2004-01-14,2022-10-03
CVE-2003-0932,2003-11-18,2022-10-03
CVE-2003-0933,2003-11-12,2022-10-03
CVE-2003-0940,2003-11-21,2022-10-03
CVE-2003-0941,2003-11-21,2022-10-03
CVE-2003-0942,2003-11-21,2022-10-03
CVE-2003-0943,2003-11-21,2022-10-03
CVE-2003-0944,2003-11-21,2022-10-03
CVE-2003-0954,2005-04-14,2022-10-03
CVE-2003-0970,2003-12-02,2022-10-03
CVE-2003-0983,2003-12-11,2022-10-03
CVE-2003-1001,2003-12-17,2022-10-03
CVE-2003-1002,2003-12-17,2022-10-03
CVE-2003-1003,2003-12-17,2022-10-03
CVE-2003-1004,2003-12-17,2022-10-03
CVE-2003-1031,2004-01-22,2022-10-03
CVE-2003-1125,2005-03-12,2022-10-03
CVE-2003-1126,2005-03-12,2022-10-03
CVE-2003-1132,2005-04-21,2022-10-03
CVE-2003-1134,2005-05-10,2022-10-03
CVE-2003-1135,2005-05-10,2022-10-03
CVE-2003-1138,2005-05-10,2022-10-03
CVE-2003-1146,2005-05-10,2022-10-03
CVE-2003-1161,2005-05-10,2022-10-03
CVE-2003-1170,2005-05-10,2022-10-03
CVE-2003-1235,2005-11-16,2022-10-03
CVE-2003-1238,2005-11-16,2022-10-03
CVE-2003-1242,2005-11-16,2022-10-03
CVE-2003-1246,2005-11-16,2022-10-03
CVE-2003-1254,2005-11-16,2022-10-03
CVE-2003-1256,2005-11-16,2022-10-03
CVE-2003-1257,2005-11-16,2022-10-03
CVE-2003-1258,2005-11-16,2022-10-03
CVE-2003-1259,2005-11-16,2022-10-03
CVE-2003-1266,2005-11-16,2022-10-03
CVE-2003-1269,2005-11-16,2022-10-03
CVE-2003-1270,2005-11-16,2022-10-03
CVE-2003-1271,2005-11-16,2022-10-03
CVE-2003-1275,2005-11-16,2022-10-03
CVE-2003-1276,2005-11-16,2022-10-03
CVE-2003-1277,2005-11-16,2022-10-03
CVE-2003-1278,2005-11-16,2022-10-03
CVE-2003-1280,2005-11-16,2022-10-03
CVE-2003-1281,2005-11-16,2022-10-03
CVE-2003-1283,2005-11-16,2022-10-03
CVE-2003-1291,2006-02-01,2022-10-03
CVE-2003-1293,2006-02-03,2022-10-03
CVE-2003-1295,2006-02-27,2022-10-03
CVE-2003-1297,2006-03-19,2022-10-03
CVE-2003-1305,2006-08-29,2022-10-03
CVE-2003-1306,2006-10-09,2022-10-03
CVE-2003-1308,2006-11-17,2022-10-03
CVE-2003-1313,2006-12-26,2022-10-03
CVE-2003-1320,2007-02-26,2022-10-03
CVE-2003-1323,2007-03-29,2022-10-03
CVE-2003-1324,2007-03-29,2022-10-03
CVE-2003-1325,2007-04-12,2022-10-03
CVE-2003-1329,2007-05-21,2022-10-03
CVE-2003-1333,2007-08-20,2022-10-03
CVE-2003-1334,2007-08-22,2022-10-03
CVE-2003-1335,2007-08-22,2022-10-03
CVE-2003-1338,2007-09-23,2022-10-03
CVE-2003-1363,2007-10-16,2022-10-03
CVE-2003-1460,2007-10-22,2022-10-03
CVE-2003-1474,2007-10-24,2022-10-03
CVE-2003-1476,2007-10-24,2022-10-03
CVE-2003-1480,2007-10-24,2022-10-03
CVE-2003-1482,2007-10-24,2022-10-03
CVE-2003-1485,2007-10-24,2022-10-03
CVE-2003-1502,2007-10-25,2022-10-03
CVE-2003-1512,2007-10-25,2022-10-03
CVE-2003-1516,2007-10-25,2022-10-03
CVE-2003-1521,2007-10-25,2022-10-03
CVE-2003-1526,2007-10-25,2022-10-03
CVE-2003-1527,2007-10-26,2022-10-03
CVE-2003-1537,2007-11-13,2022-10-03
CVE-2003-1538,2007-12-20,2022-10-03
CVE-2003-1539,2008-01-09,2022-10-03
CVE-2003-1542,2008-02-13,2022-10-03
CVE-2003-1563,2008-08-18,2022-10-03
CVE-2003-1567,2009-01-14,2022-10-03
CVE-2003-1568,2009-02-06,2022-10-03
CVE-2003-1569,2009-02-06,2022-10-03
CVE-2003-1572,2009-06-01,2022-10-03
CVE-2003-1575,2010-01-28,2022-10-03
CVE-2003-1576,2010-01-28,2022-10-03
CVE-2003-1579,2010-02-05,2022-10-03
CVE-2003-1580,2010-02-05,2022-10-03
CVE-2003-1581,2010-02-05,2022-10-03
CVE-2003-1582,2010-02-05,2022-10-03
CVE-2003-1591,2010-04-05,2022-10-03
CVE-2003-1592,2010-04-05,2022-10-03
CVE-2003-1593,2010-04-05,2022-10-03
CVE-2003-1594,2010-04-05,2022-10-03
CVE-2003-1595,2010-04-05,2022-10-03
CVE-2003-1596,2010-04-05,2022-10-03
CVE-2004-0090,2005-04-15,2022-10-03
CVE-2004-0410,2006-02-07,2022-10-03
CVE-2004-0481,2005-02-24,2022-10-03
CVE-2004-0499,2006-04-24,2022-10-03
CVE-2004-0921,2004-10-28,2022-10-03
CVE-2004-0922,2004-10-28,2022-10-03
CVE-2004-0924,2004-10-28,2022-10-03
CVE-2004-0925,2004-10-28,2022-10-03
CVE-2004-0926,2004-10-28,2022-10-03
CVE-2004-0927,2004-10-28,2022-10-03
CVE-2004-0943,2005-10-27,2022-10-03
CVE-2004-0948,2005-02-06,2022-10-03
CVE-2004-0962,2004-10-28,2022-10-03
CVE-2004-0988,2004-10-28,2022-10-03
CVE-2004-1238,2005-04-18,2022-10-03
CVE-2004-1239,2005-04-18,2022-10-03
CVE-2004-1240,2005-04-18,2022-10-03
CVE-2004-1241,2005-04-18,2022-10-03
CVE-2004-1242,2005-04-18,2022-10-03
CVE-2004-1243,2005-04-18,2022-10-03
CVE-2004-1342,2005-04-27,2022-10-03
CVE-2004-1343,2005-04-27,2022-10-03
CVE-2004-1780,2005-05-10,2022-10-03
CVE-2004-1781,2005-05-10,2022-10-03
CVE-2004-1783,2005-05-10,2022-10-03
CVE-2004-1788,2005-05-10,2022-10-03
CVE-2004-1791,2005-05-10,2022-10-03
CVE-2004-1795,2005-05-10,2022-10-03
CVE-2004-1891,2005-05-10,2022-10-03
CVE-2004-2024,2005-05-10,2022-10-03
CVE-2004-2091,2005-05-19,2022-10-03
CVE-2004-2147,2005-07-01,2022-10-03
CVE-2004-2160,2005-07-10,2022-10-03
CVE-2004-2176,2005-07-10,2022-10-03
CVE-2004-2177,2005-07-10,2022-10-03
CVE-2004-2178,2005-07-10,2022-10-03
CVE-2004-2179,2005-07-10,2022-10-03
CVE-2004-2180,2005-07-10,2022-10-03
CVE-2004-2182,2005-07-10,2022-10-03
CVE-2004-2183,2005-07-10,2022-10-03
CVE-2004-2185,2005-07-10,2022-10-03
CVE-2004-2186,2005-07-10,2022-10-03
CVE-2004-2187,2005-07-10,2022-10-03
CVE-2004-2188,2005-07-10,2022-10-03
CVE-2004-2190,2005-07-10,2022-10-03
CVE-2004-2207,2005-07-10,2022-10-03
CVE-2004-2208,2005-07-10,2022-10-03
CVE-2004-2210,2005-07-10,2022-10-03
CVE-2004-2234,2005-07-17,2022-10-03
CVE-2004-2236,2005-07-17,2022-10-03
CVE-2004-2237,2005-07-17,2022-10-03
CVE-2004-2246,2005-07-17,2022-10-03
CVE-2004-2247,2005-07-17,2022-10-03
CVE-2004-2273,2005-07-19,2022-10-03
CVE-2004-2282,2005-07-19,2022-10-03
CVE-2004-2283,2005-07-19,2022-10-03
CVE-2004-2287,2005-08-04,2022-10-03
CVE-2004-2288,2005-08-04,2022-10-03
CVE-2004-2291,2005-08-04,2022-10-03
CVE-2004-2294,2005-08-04,2022-10-03
CVE-2004-2298,2005-08-05,2022-10-03
CVE-2004-2317,2005-08-16,2022-10-03
CVE-2004-2338,2005-08-16,2022-10-03
CVE-2004-2399,2005-08-17,2022-10-03
CVE-2004-2406,2005-08-18,2022-10-03
CVE-2004-2407,2005-08-18,2022-10-03
CVE-2004-2410,2005-08-18,2022-10-03
CVE-2004-2459,2005-08-20,2022-10-03
CVE-2004-2545,2005-11-20,2022-10-03
CVE-2004-2568,2005-11-21,2022-10-03
CVE-2004-2574,2005-11-28,2022-10-03
CVE-2004-2575,2005-11-28,2022-10-03
CVE-2004-2577,2005-11-28,2022-10-03
CVE-2004-2598,2005-11-28,2022-10-03
CVE-2004-2620,2005-12-04,2022-10-03
CVE-2004-2629,2005-12-04,2022-10-03
CVE-2004-2650,2005-12-09,2022-10-03
CVE-2004-2653,2006-01-09,2022-10-03
CVE-2004-2664,2006-09-06,2022-10-03
CVE-2004-2667,2006-12-29,2022-10-03
CVE-2004-2668,2006-12-29,2022-10-03
CVE-2004-2672,2007-01-09,2022-10-03
CVE-2004-2682,2007-07-05,2022-10-03
CVE-2004-2683,2007-08-20,2022-10-03
CVE-2004-2684,2007-08-20,2022-10-03
CVE-2004-2687,2007-09-23,2022-10-03
CVE-2004-2700,2007-10-06,2022-10-03
CVE-2004-2706,2007-10-06,2022-10-03
CVE-2004-2708,2007-10-06,2022-10-03
CVE-2004-2709,2007-10-06,2022-10-03
CVE-2004-2710,2007-10-06,2022-10-03
CVE-2004-2711,2007-10-06,2022-10-03
CVE-2004-2712,2007-10-06,2022-10-03
CVE-2004-2718,2007-10-06,2022-10-03
CVE-2004-2726,2007-10-09,2022-10-03
CVE-2004-2750,2007-11-13,2022-10-03
CVE-2004-2752,2007-11-13,2022-10-03
CVE-2004-2756,2007-11-19,2022-10-03
CVE-2004-2763,2009-06-01,2022-10-03
CVE-2004-2765,2010-01-28,2022-10-03
CVE-2004-2766,2010-01-28,2022-10-03
CVE-2004-2767,2010-04-05,2022-10-03
CVE-2004-2769,2010-07-02,2022-10-03
CVE-2004-2779,2018-02-20,2022-10-03
CVE-2005-0081,2005-01-20,2022-10-03
CVE-2005-0082,2005-01-20,2022-10-03
CVE-2005-0093,2005-04-18,2022-10-03
CVE-2005-0098,2005-03-08,2022-10-03
CVE-2005-0105,2005-02-16,2022-10-03
CVE-2005-0107,2005-02-25,2022-10-03
CVE-2005-0157,2005-05-03,2022-10-03
CVE-2005-0203,2005-06-08,2022-10-03
CVE-2005-0360,2005-07-01,2022-10-03
CVE-2005-0386,2005-03-31,2022-10-03
CVE-2005-0387,2005-04-04,2022-10-03
CVE-2005-0388,2005-04-04,2022-10-03
CVE-2005-0393,2005-07-01,2022-10-03
CVE-2005-0395,2005-06-08,2022-10-03
CVE-2005-0444,2005-02-15,2022-10-03
CVE-2005-0528,2006-05-31,2022-10-03
CVE-2005-0574,2005-02-27,2022-10-03
CVE-2005-0576,2005-02-27,2022-10-03
CVE-2005-0580,2005-02-27,2022-10-03
CVE-2005-0596,2005-03-01,2022-10-03
CVE-2005-0613,2005-03-03,2022-10-03
CVE-2005-0620,2005-03-02,2022-10-03
CVE-2005-0662,2005-03-07,2022-10-03
CVE-2005-0666,2005-03-07,2022-10-03
CVE-2005-0712,2005-03-22,2022-10-03
CVE-2005-0713,2005-03-22,2022-10-03
CVE-2005-0715,2005-03-22,2022-10-03
CVE-2005-0737,2005-03-13,2022-10-03
CVE-2005-0745,2005-03-13,2022-10-03
CVE-2005-0751,2005-06-08,2022-10-03
CVE-2005-0831,2005-03-22,2022-10-03
CVE-2005-0833,2005-03-22,2022-10-03
CVE-2005-0834,2005-03-22,2022-10-03
CVE-2005-0835,2005-03-22,2022-10-03
CVE-2005-0852,2005-03-24,2022-10-03
CVE-2005-0886,2005-03-26,2022-10-03
CVE-2005-0921,2005-03-29,2022-10-03
CVE-2005-0968,2005-04-05,2022-10-03
CVE-2005-0969,2005-05-12,2022-10-03
CVE-2005-0971,2005-05-12,2022-10-03
CVE-2005-0972,2005-05-12,2022-10-03
CVE-2005-0973,2005-05-12,2022-10-03
CVE-2005-0991,2005-04-06,2022-10-03
CVE-2005-1008,2005-04-08,2022-10-03
CVE-2005-1015,2005-04-08,2022-10-03
CVE-2005-1036,2005-04-10,2022-10-03
CVE-2005-1039,2005-04-10,2022-10-03
CVE-2005-1040,2005-04-10,2022-10-03
CVE-2005-1065,2005-04-12,2022-10-03
CVE-2005-1076,2005-04-12,2022-10-03
CVE-2005-1083,2005-04-12,2022-10-03
CVE-2005-1084,2005-04-12,2022-10-03
CVE-2005-1085,2005-04-12,2022-10-03
CVE-2005-1097,2005-04-13,2022-10-03
CVE-2005-1107,2005-04-18,2022-10-03
CVE-2005-1119,2005-04-16,2022-10-03
CVE-2005-1124,2005-04-16,2022-10-03
CVE-2005-1128,2005-04-16,2022-10-03
CVE-2005-1140,2005-04-16,2022-10-03
CVE-2005-1149,2005-04-16,2022-10-03
CVE-2005-1150,2005-04-16,2022-10-03
CVE-2005-1274,2005-04-26,2022-10-03
CVE-2005-1281,2005-04-26,2022-10-03
CVE-2005-1308,2005-04-27,2022-10-03
CVE-2005-1327,2005-04-27,2022-10-03
CVE-2005-1338,2005-05-04,2022-10-03
CVE-2005-1339,2005-05-04,2022-10-03
CVE-2005-1340,2005-05-04,2022-10-03
CVE-2005-1395,2005-05-02,2022-10-03
CVE-2005-1399,2005-05-06,2022-10-03
CVE-2005-1400,2005-05-06,2022-10-03
CVE-2005-1404,2005-05-03,2022-10-03
CVE-2005-1412,2005-05-03,2022-10-03
CVE-2005-1419,2005-05-03,2022-10-03
CVE-2005-1423,2005-05-03,2022-10-03
CVE-2005-1430,2005-05-03,2022-10-03
CVE-2005-1433,2005-05-03,2022-10-03
CVE-2005-1434,2005-05-03,2022-10-03
CVE-2005-1440,2005-05-03,2022-10-03
CVE-2005-1443,2005-05-03,2022-10-03
CVE-2005-1449,2005-05-03,2022-10-03
CVE-2005-1450,2005-05-03,2022-10-03
CVE-2005-1472,2005-06-09,2022-10-03
CVE-2005-1473,2005-06-09,2022-10-03
CVE-2005-1570,2005-05-14,2022-10-03
CVE-2005-1571,2005-05-14,2022-10-03
CVE-2005-1572,2005-05-14,2022-10-03
CVE-2005-1574,2005-05-14,2022-10-03
CVE-2005-1575,2005-05-14,2022-10-03
CVE-2005-1576,2005-05-14,2022-10-03
CVE-2005-1577,2005-05-14,2022-10-03
CVE-2005-1578,2005-05-14,2022-10-03
CVE-2005-1580,2005-05-14,2022-10-03
CVE-2005-1581,2005-05-14,2022-10-03
CVE-2005-1582,2005-05-14,2022-10-03
CVE-2005-1583,2005-05-14,2022-10-03
CVE-2005-1585,2005-05-14,2022-10-03
CVE-2005-1586,2005-05-14,2022-10-03
CVE-2005-1592,2005-05-16,2022-10-03
CVE-2005-1594,2005-05-16,2022-10-03
CVE-2005-1595,2005-05-16,2022-10-03
CVE-2005-1607,2005-05-16,2022-10-03
CVE-2005-1626,2005-05-17,2022-10-03
CVE-2005-1629,2005-05-17,2022-10-03
CVE-2005-1632,2005-05-17,2022-10-03
CVE-2005-1637,2005-05-17,2022-10-03
CVE-2005-1638,2005-05-17,2022-10-03
CVE-2005-1639,2005-05-17,2022-10-03
CVE-2005-1641,2005-05-17,2022-10-03
CVE-2005-1647,2005-05-18,2022-10-03
CVE-2005-1648,2005-05-18,2022-10-03
CVE-2005-1650,2005-05-18,2022-10-03
CVE-2005-1651,2005-05-18,2022-10-03
CVE-2005-1652,2005-05-18,2022-10-03
CVE-2005-1653,2005-05-18,2022-10-03
CVE-2005-1654,2005-05-18,2022-10-03
CVE-2005-1655,2005-05-18,2022-10-03
CVE-2005-1656,2005-05-18,2022-10-03
CVE-2005-1657,2005-05-18,2022-10-03
CVE-2005-1658,2005-05-18,2022-10-03
CVE-2005-1659,2005-05-18,2022-10-03
CVE-2005-1661,2005-05-18,2022-10-03
CVE-2005-1668,2005-05-18,2022-10-03
CVE-2005-1669,2005-06-16,2022-10-03
CVE-2005-1673,2005-05-19,2022-10-03
CVE-2005-1674,2005-05-19,2022-10-03
CVE-2005-1675,2005-05-25,2022-10-03
CVE-2005-1676,2005-05-25,2022-10-03
CVE-2005-1678,2005-05-25,2022-10-03
CVE-2005-1691,2005-07-26,2022-10-03
CVE-2005-1706,2005-05-24,2022-10-03
CVE-2005-1711,2005-05-24,2022-10-03
CVE-2005-1713,2005-05-24,2022-10-03
CVE-2005-1715,2005-05-24,2022-10-03
CVE-2005-1716,2005-05-24,2022-10-03
CVE-2005-1718,2005-05-24,2022-10-03
CVE-2005-1719,2005-05-24,2022-10-03
CVE-2005-1720,2005-06-14,2022-10-03
CVE-2005-1722,2005-06-14,2022-10-03
CVE-2005-1727,2005-06-14,2022-10-03
CVE-2005-1734,2005-05-24,2022-10-03
CVE-2005-1735,2005-05-24,2022-10-03
CVE-2005-1736,2005-05-24,2022-10-03
CVE-2005-1781,2005-05-31,2022-10-03
CVE-2005-1784,2005-05-31,2022-10-03
CVE-2005-1788,2005-06-01,2022-10-03
CVE-2005-1793,2005-06-01,2022-10-03
CVE-2005-1798,2005-06-01,2022-10-03
CVE-2005-1804,2005-06-01,2022-10-03
CVE-2005-1812,2005-06-01,2022-10-03
CVE-2005-1813,2005-06-01,2022-10-03
CVE-2005-1816,2005-06-01,2022-10-03
CVE-2005-1817,2005-06-01,2022-10-03
CVE-2005-1818,2005-06-01,2022-10-03
CVE-2005-1819,2005-06-01,2022-10-03
CVE-2005-1846,2005-06-03,2022-10-03
CVE-2005-1847,2005-06-03,2022-10-03
CVE-2005-1853,2005-08-03,2022-10-03
CVE-2005-1856,2005-08-29,2022-10-03
CVE-2005-1859,2005-07-12,2022-10-03
CVE-2005-1866,2005-06-07,2022-10-03
CVE-2005-1881,2005-06-07,2022-10-03
CVE-2005-1883,2005-06-07,2022-10-03
CVE-2005-1884,2005-06-07,2022-10-03
CVE-2005-1886,2005-06-07,2022-10-03
CVE-2005-1897,2005-06-08,2022-10-03
CVE-2005-1898,2005-06-08,2022-10-03
CVE-2005-1904,2005-06-08,2022-10-03
CVE-2005-1908,2005-06-08,2022-10-03
CVE-2005-1909,2005-06-08,2022-10-03
CVE-2005-1911,2005-06-08,2022-10-03
CVE-2005-1914,2005-07-17,2022-10-03
CVE-2005-1917,2005-07-05,2022-10-03
CVE-2005-1919,2006-02-17,2022-10-03
CVE-2005-1932,2005-06-30,2022-10-03
CVE-2005-1960,2005-06-14,2022-10-03
CVE-2005-1961,2005-06-14,2022-10-03
CVE-2005-1968,2005-06-14,2022-10-03
CVE-2005-1971,2005-06-14,2022-10-03
CVE-2005-1972,2005-06-14,2022-10-03
CVE-2005-1976,2006-06-05,2022-10-03
CVE-2005-2007,2005-06-20,2022-10-03
CVE-2005-2017,2005-08-29,2022-10-03
CVE-2005-2019,2005-06-30,2022-10-03
CVE-2005-2021,2005-06-21,2022-10-03
CVE-2005-2026,2005-06-21,2022-10-03
CVE-2005-2027,2005-06-21,2022-10-03
CVE-2005-2029,2005-06-21,2022-10-03
CVE-2005-2031,2005-06-21,2022-10-03
CVE-2005-2038,2005-06-21,2022-10-03
CVE-2005-2039,2005-06-21,2022-10-03
CVE-2005-2042,2005-06-22,2022-10-03
CVE-2005-2044,2005-06-22,2022-10-03
CVE-2005-2054,2005-06-28,2022-10-03
CVE-2005-2055,2005-06-28,2022-10-03
CVE-2005-2068,2005-06-30,2022-10-03
CVE-2005-2073,2005-06-29,2022-10-03
CVE-2005-2076,2005-06-29,2022-10-03
CVE-2005-2078,2005-06-29,2022-10-03
CVE-2005-2134,2005-07-05,2022-10-03
CVE-2005-2135,2005-07-05,2022-10-03
CVE-2005-2137,2005-07-05,2022-10-03
CVE-2005-2138,2005-07-05,2022-10-03
CVE-2005-2140,2005-07-05,2022-10-03
CVE-2005-2142,2005-07-05,2022-10-03
CVE-2005-2143,2005-07-05,2022-10-03
CVE-2005-2144,2005-07-05,2022-10-03
CVE-2005-2145,2005-07-05,2022-10-03
CVE-2005-2147,2005-07-06,2022-10-03
CVE-2005-2153,2005-07-06,2022-10-03
CVE-2005-2154,2005-07-06,2022-10-03
CVE-2005-2155,2005-07-06,2022-10-03
CVE-2005-2165,2005-07-06,2022-10-03
CVE-2005-2167,2005-07-06,2022-10-03
CVE-2005-2168,2005-07-06,2022-10-03
CVE-2005-2169,2005-07-06,2022-10-03
CVE-2005-2174,2005-07-08,2022-10-03
CVE-2005-2201,2005-07-11,2022-10-03
CVE-2005-2202,2005-07-11,2022-10-03
CVE-2005-2203,2005-07-11,2022-10-03
CVE-2005-2205,2005-07-11,2022-10-03
CVE-2005-2206,2005-07-11,2022-10-03
CVE-2005-2207,2005-07-11,2022-10-03
CVE-2005-2211,2005-07-11,2022-10-03
CVE-2005-2212,2005-07-11,2022-10-03
CVE-2005-2213,2005-07-11,2022-10-03
CVE-2005-2216,2005-07-12,2022-10-03
CVE-2005-2217,2005-07-12,2022-10-03
CVE-2005-2219,2005-07-12,2022-10-03
CVE-2005-2222,2005-07-12,2022-10-03
CVE-2005-2223,2005-07-12,2022-10-03
CVE-2005-2226,2005-07-12,2022-10-03
CVE-2005-2228,2005-07-12,2022-10-03
CVE-2005-2232,2005-07-12,2022-10-03
CVE-2005-2233,2005-07-12,2022-10-03
CVE-2005-2234,2005-07-12,2022-10-03
CVE-2005-2236,2005-07-12,2022-10-03
CVE-2005-2237,2005-07-12,2022-10-03
CVE-2005-2238,2005-07-12,2022-10-03
CVE-2005-2239,2005-07-12,2022-10-03
CVE-2005-2247,2005-07-12,2022-10-03
CVE-2005-2249,2005-07-13,2022-10-03
CVE-2005-2271,2005-07-13,2022-10-03
CVE-2005-2274,2005-07-13,2022-10-03
CVE-2005-2281,2005-07-17,2022-10-03
CVE-2005-2283,2005-07-17,2022-10-03
CVE-2005-2284,2005-07-17,2022-10-03
CVE-2005-2286,2005-07-17,2022-10-03
CVE-2005-2304,2005-07-19,2022-10-03
CVE-2005-2308,2005-07-19,2022-10-03
CVE-2005-2309,2005-07-19,2022-10-03
CVE-2005-2311,2005-07-19,2022-10-03
CVE-2005-2313,2005-07-19,2022-10-03
CVE-2005-2316,2006-04-28,2022-10-03
CVE-2005-2318,2005-07-19,2022-10-03
CVE-2005-2320,2005-07-19,2022-10-03
CVE-2005-2322,2005-07-19,2022-10-03
CVE-2005-2324,2005-07-19,2022-10-03
CVE-2005-2325,2005-07-19,2022-10-03
CVE-2005-2326,2005-07-19,2022-10-03
CVE-2005-2386,2005-07-27,2022-10-03
CVE-2005-2389,2005-07-27,2022-10-03
CVE-2005-2391,2005-07-27,2022-10-03
CVE-2005-2504,2005-08-19,2022-10-03
CVE-2005-2507,2005-08-19,2022-10-03
CVE-2005-2508,2005-08-19,2022-10-03
CVE-2005-2511,2005-08-19,2022-10-03
CVE-2005-2512,2005-08-19,2022-10-03
CVE-2005-2516,2005-08-19,2022-10-03
CVE-2005-2517,2005-08-19,2022-10-03
CVE-2005-2519,2005-08-19,2022-10-03
CVE-2005-2522,2005-08-19,2022-10-03
CVE-2005-2523,2005-08-19,2022-10-03
CVE-2005-2524,2005-10-25,2022-10-03
CVE-2005-2594,2005-08-17,2022-10-03
CVE-2005-2602,2005-08-17,2022-10-03
CVE-2005-2612,2005-08-17,2022-10-03
CVE-2005-2644,2005-08-21,2022-10-03
CVE-2005-2655,2005-08-30,2022-10-03
CVE-2005-2656,2005-09-06,2022-10-03
CVE-2005-2677,2005-08-23,2022-10-03
CVE-2005-2679,2005-08-23,2022-10-03
CVE-2005-2684,2005-08-23,2022-10-03
CVE-2005-2685,2005-08-24,2022-10-03
CVE-2005-2686,2005-08-24,2022-10-03
CVE-2005-2688,2005-08-24,2022-10-03
CVE-2005-2689,2005-08-24,2022-10-03
CVE-2005-2690,2005-08-24,2022-10-03
CVE-2005-2691,2005-08-24,2022-10-03
CVE-2005-2692,2005-08-24,2022-10-03
CVE-2005-2741,2005-10-25,2022-10-03
CVE-2005-2742,2005-10-25,2022-10-03
CVE-2005-2743,2005-10-25,2022-10-03
CVE-2005-2745,2005-10-25,2022-10-03
CVE-2005-2746,2005-10-25,2022-10-03
CVE-2005-2748,2005-10-25,2022-10-03
CVE-2005-2762,2006-01-09,2022-10-03
CVE-2005-2765,2005-09-01,2022-10-03
CVE-2005-2799,2005-09-15,2022-10-03
CVE-2005-2807,2005-09-07,2022-10-03
CVE-2005-2808,2005-09-07,2022-10-03
CVE-2005-2811,2005-09-07,2022-10-03
CVE-2005-2812,2005-09-07,2022-10-03
CVE-2005-2836,2005-09-07,2022-10-03
CVE-2005-2837,2005-09-07,2022-10-03
CVE-2005-2839,2005-09-07,2022-10-03
CVE-2005-2840,2005-09-07,2022-10-03
CVE-2005-2850,2005-09-08,2022-10-03
CVE-2005-2852,2005-09-08,2022-10-03
CVE-2005-2853,2005-09-08,2022-10-03
CVE-2005-2854,2005-09-08,2022-10-03
CVE-2005-2857,2005-09-08,2022-10-03
CVE-2005-2858,2005-09-08,2022-10-03
CVE-2005-2859,2005-09-08,2022-10-03
CVE-2005-2861,2005-09-08,2022-10-03
CVE-2005-2866,2005-09-08,2022-10-03
CVE-2005-2867,2005-09-08,2022-10-03
CVE-2005-2868,2005-09-08,2022-10-03
CVE-2005-2870,2005-09-08,2022-10-03
CVE-2005-2912,2005-09-14,2022-10-03
CVE-2005-2914,2005-09-14,2022-10-03
CVE-2005-2916,2005-09-14,2022-10-03
CVE-2005-2942,2005-10-12,2022-10-03
CVE-2005-2944,2005-09-16,2022-10-03
CVE-2005-2994,2005-09-20,2022-10-03
CVE-2005-2997,2005-09-20,2022-10-03
CVE-2005-2998,2005-09-20,2022-10-03
CVE-2005-2999,2005-09-20,2022-10-03
CVE-2005-3000,2005-09-20,2022-10-03
CVE-2005-3002,2005-09-20,2022-10-03
CVE-2005-3003,2005-09-21,2022-10-03
CVE-2005-3012,2005-09-21,2022-10-03
CVE-2005-3014,2005-09-21,2022-10-03
CVE-2005-3015,2005-09-21,2022-10-03
CVE-2005-3016,2005-09-21,2022-10-03
CVE-2005-3017,2005-09-21,2022-10-03
CVE-2005-3031,2005-09-22,2022-10-03
CVE-2005-3032,2005-09-22,2022-10-03
CVE-2005-3033,2005-09-22,2022-10-03
CVE-2005-3034,2005-09-22,2022-10-03
CVE-2005-3035,2005-09-22,2022-10-03
CVE-2005-3036,2005-09-22,2022-10-03
CVE-2005-3038,2005-09-22,2022-10-03
CVE-2005-3039,2005-09-22,2022-10-03
CVE-2005-3040,2005-09-22,2022-10-03
CVE-2005-3064,2005-09-27,2022-10-03
CVE-2005-3074,2005-09-27,2022-10-03
CVE-2005-3075,2005-09-27,2022-10-03
CVE-2005-3077,2005-09-27,2022-10-03
CVE-2005-3078,2005-09-27,2022-10-03
CVE-2005-3080,2005-09-27,2022-10-03
CVE-2005-3084,2005-09-27,2022-10-03
CVE-2005-3085,2005-09-27,2022-10-03
CVE-2005-3086,2005-09-27,2022-10-03
CVE-2005-3087,2005-09-27,2022-10-03
CVE-2005-3093,2005-09-28,2022-10-03
CVE-2005-3097,2005-09-28,2022-10-03
CVE-2005-3145,2005-10-05,2022-10-03
CVE-2005-3151,2005-10-05,2022-10-03
CVE-2005-3163,2005-10-06,2022-10-03
CVE-2005-3165,2005-10-06,2022-10-03
CVE-2005-3168,2005-10-06,2022-10-03
CVE-2005-3169,2005-10-06,2022-10-03
CVE-2005-3170,2005-10-06,2022-10-03
